Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Total,Date,Payment,Rating
Central,Coimbatore,Normal,Female,Bakery,241.4,5,60.35,1207,1267.35,11/23/2015,Credit card,6.9
East,Cumbum,Member,Female,"Eggs, Meat & Fish",311.0,3,46.65,933,979.65,04-04-2016,Credit card,8.9
Central,Chennai,Member,Male,Fruits & Veggies,128.57,7,45.0,900,945.0,12/28/2018,Credit card,9.7
South,Dharmapuri,Member,Female,Fruits & Veggies,73.33,9,33.0,660,693.0,8/23/2018,Credit card,4.1
Central,Bodi,Member,Male,Snacks,340.83,6,102.25,2045,2147.25,01-01-2018,Credit card,9.9
West,Nagercoil,Member,Female,Fruits & Veggies,2344.0,1,117.2,2344,2461.2,4/25/2015,Ewallet,4.5
Central,Ramanadhapuram,Normal,Female,Food Grains,207.29,7,72.55,1451,1523.55,09-05-2017,Credit card,8.9
West,Virudhunagar,Member,Female,Bakery,509.0,3,76.35,1527,1603.35,3/26/2016,Credit card,5.7
South,Namakkal,Normal,Male,Oil & Masala,424.4,5,106.1,2122,2228.1,9/22/2017,Ewallet,4.8
Central,Krishnagiri,Member,Female,Food Grains,199.75,4,39.95,799,838.95,9/23/2015,Ewallet,6.6
West,Tirunelveli,Member,Female,Snacks,200.0,5,50.0,1000,1050.0,04-06-2015,Ewallet,7.9
Central,Perambalur,Member,Male,Food Grains,413.0,5,103.25,2065,2168.25,12-09-2017,Ewallet,6.3
South,Bodi,Normal,Male,Oil & Masala,102.5,6,30.75,615,645.75,9/18/2018,Ewallet,4.3
East,Salem,Normal,Female,Oil & Masala,154.67,6,46.4,928,974.4,3/16/2016,Ewallet,7.6
Central,Coimbatore,Normal,Female,Fruits & Veggies,202.38,8,80.95,1619,1699.95,10-12-2018,Credit card,9.4
Central,Krishnagiri,Member,Female,Oil & Masala,89.25,8,35.7,714,749.7,9/26/2017,Credit card,6.3
East,Krishnagiri,Member,Female,Bakery,166.78,9,75.05,1501,1576.05,12/15/2016,Cash,5.3
Central,Pudukottai,Normal,Female,Snacks,135.0,8,54.0,1080,1134.0,10-08-2016,Credit card,6.7
South,Dharmapuri,Member,Male,"Eggs, Meat & Fish",495.5,2,49.55,991,1040.55,11/30/2018,Credit card,4.3
East,Salem,Normal,Male,Beverages,730.0,1,36.5,730,766.5,10-04-2018,Ewallet,8.9
Central,Perambalur,Member,Male,Fruits & Veggies,537.0,2,53.7,1074,1127.7,6/18/2017,Ewallet,9.0
Central,Vellore,Member,Female,Food Grains,350.0,2,35.0,700,735.0,8/27/2017,Credit card,7.5
East,Bodi,Member,Male,Snacks,182.67,3,27.4,548,575.4,03-01-2017,Cash,6.1
East,Ramanadhapuram,Member,Female,Bakery,154.71,7,54.15,1083,1137.15,7/18/2018,Ewallet,8.8
Central,Cumbum,Normal,Female,Food Grains,1236.0,2,123.6,2472,2595.6,07-02-2017,Credit card,7.3
Central,Cumbum,Member,Female,Oil & Masala,1750.0,1,87.5,1750,1837.5,12-09-2017,Credit card,9.0
East,Dindigul,Member,Male,Snacks,345.5,6,103.65,2073,2176.65,6/21/2015,Cash,7.8
Central,Theni,Member,Female,Food Grains,116.89,9,52.6,1052,1104.6,10/17/2017,Cash,8.7
South,Salem,Member,Male,Beverages,775.67,3,116.35,2327,2443.35,12/31/2016,Ewallet,7.6
East,Viluppuram,Normal,Female,Food Grains,281.17,6,84.35,1687,1771.35,4/21/2017,Cash,6.5
Central,Virudhunagar,Normal,Male,"Eggs, Meat & Fish",401.67,3,60.25,1205,1265.25,11/19/2017,Credit card,9.7
West,Perambalur,Normal,Male,Oil & Masala,2357.0,1,117.85,2357,2474.85,08-02-2016,Credit card,7.2
East,Karur,Normal,Female,Bakery,173.0,5,43.25,865,908.25,8/24/2016,Cash,7.6
Central,Namakkal,Member,Male,Food Grains,556.75,4,111.35,2227,2338.35,09-11-2017,Cash,5.3
South,Vellore,Normal,Male,Beverages,160.29,7,56.1,1122,1178.1,11/14/2017,Cash,7.8
West,Nagercoil,Member,Female,Snacks,226.5,6,67.95,1359,1426.95,03-12-2017,Cash,7.4
West,Tenkasi,Member,Female,"Eggs, Meat & Fish",318.14,7,111.35,2227,2338.35,09-08-2015,Ewallet,5.1
West,Perambalur,Normal,Female,Fruits & Veggies,435.4,5,108.85,2177,2285.85,10/30/2018,Cash,4.4
West,Madurai,Member,Female,Snacks,268.0,4,53.6,1072,1125.6,4/17/2018,Ewallet,7.6
West,Virudhunagar,Normal,Female,Beverages,194.14,7,67.95,1359,1426.95,8/20/2018,Credit card,8.6
West,Coimbatore,Member,Male,Fruits & Veggies,286.86,7,100.4,2008,2108.4,3/23/2016,Cash,7.1
East,Chennai,Normal,Male,Snacks,223.33,6,67.0,1340,1407.0,11/26/2017,Ewallet,5.4
East,Viluppuram,Normal,Male,Snacks,108.12,8,43.25,865,908.25,12-09-2015,Cash,8.0
South,Ooty,Normal,Female,Beverages,310.0,4,62.0,1240,1302.0,06-10-2018,Credit card,4.5
East,Madurai,Normal,Female,Bakery,326.8,5,81.7,1634,1715.7,2/13/2018,Credit card,6.7
West,Vellore,Normal,Male,Oil & Masala,610.75,4,122.15,2443,2565.15,9/25/2016,Credit card,5.0
West,Bodi,Member,Male,Oil & Masala,2231.0,1,111.55,2231,2342.55,10/13/2017,Cash,5.1
West,Vellore,Normal,Female,Food Grains,219.12,8,87.65,1753,1840.65,8/13/2018,Cash,5.2
West,Nagercoil,Member,Male,Food Grains,1016.0,1,50.8,1016,1066.8,8/18/2018,Ewallet,6.3
South,Ramanadhapuram,Normal,Female,Snacks,295.8,5,73.95,1479,1552.95,07-03-2016,Credit card,4.3
West,Tirunelveli,Normal,Female,Fruits & Veggies,414.67,6,124.4,2488,2612.4,12/27/2016,Cash,6.4
East,Trichy,Normal,Female,Food Grains,223.67,6,67.1,1342,1409.1,12/27/2018,Credit card,7.1
Central,Vellore,Member,Male,Snacks,210.6,5,52.65,1053,1105.65,12/15/2015,Credit card,6.9
South,Madurai,Member,Female,Beverages,522.33,3,78.35,1567,1645.35,11/13/2018,Ewallet,6.3
West,Perambalur,Normal,Female,Food Grains,300.2,5,75.05,1501,1576.05,09-01-2016,Ewallet,9.0
South,Theni,Member,Female,Bakery,113.75,8,45.5,910,955.5,09-08-2015,Ewallet,4.9
West,Pudukottai,Member,Female,Snacks,882.5,2,88.25,1765,1853.25,12/26/2017,Ewallet,7.0
South,Kanyakumari,Member,Female,"Eggs, Meat & Fish",332.33,6,99.7,1994,2093.7,11/25/2016,Credit card,4.4
West,Vellore,Normal,Female,Food Grains,214.89,9,96.7,1934,2030.7,9/28/2018,Ewallet,4.4
East,Dindigul,Normal,Male,Snacks,245.25,8,98.1,1962,2060.1,1/28/2018,Ewallet,7.4
West,Ooty,Member,Female,Snacks,305.25,8,122.1,2442,2564.1,06-07-2017,Ewallet,7.4
East,Dharmapuri,Member,Female,Snacks,109.75,8,43.9,878,921.9,6/26/2018,Ewallet,9.3
South,Chennai,Member,Male,Snacks,124.43,7,43.55,871,914.55,12/14/2016,Credit card,7.3
West,Dharmapuri,Normal,Female,Bakery,239.5,8,95.8,1916,2011.8,11/24/2018,Ewallet,9.8
East,Tenkasi,Normal,Female,Fruits & Veggies,161.5,6,48.45,969,1017.45,7/16/2018,Credit card,4.3
East,Tenkasi,Member,Female,Beverages,855.0,2,85.5,1710,1795.5,12/19/2016,Cash,4.6
East,Namakkal,Member,Male,Oil & Masala,383.0,2,38.3,766,804.3,6/26/2017,Credit card,4.3
East,Coimbatore,Member,Male,Bakery,175.62,8,70.25,1405,1475.25,7/22/2017,Credit card,5.1
West,Virudhunagar,Normal,Female,Oil & Masala,2330.0,1,116.5,2330,2446.5,04-08-2015,Ewallet,7.2
West,Bodi,Normal,Female,Bakery,393.5,6,118.05,2361,2479.05,12/24/2015,Cash,7.9
West,Namakkal,Member,Male,Oil & Masala,287.83,6,86.35,1727,1813.35,10/28/2017,Cash,4.3
Central,Dharmapuri,Member,Female,Snacks,342.5,4,68.5,1370,1438.5,01-01-2018,Cash,9.7
West,Dharmapuri,Member,Female,Fruits & Veggies,426.33,3,63.95,1279,1342.95,09-11-2018,Cash,9.1
West,Coimbatore,Normal,Female,Beverages,710.67,3,106.6,2132,2238.6,10-06-2018,Credit card,5.8
West,Vellore,Member,Female,"Eggs, Meat & Fish",829.0,1,41.45,829,870.45,6/28/2016,Cash,4.5
South,Namakkal,Normal,Male,Snacks,389.0,3,58.35,1167,1225.35,6/26/2016,Credit card,5.0
East,Viluppuram,Normal,Male,Oil & Masala,407.25,4,81.45,1629,1710.45,7/31/2018,Credit card,4.8
East,Cumbum,Member,Male,Snacks,109.6,5,27.4,548,575.4,3/13/2017,Credit card,4.7
South,Salem,Member,Female,Oil & Masala,213.33,3,32.0,640,672.0,3/31/2015,Cash,7.1
Central,Krishnagiri,Member,Male,Fruits & Veggies,284.67,6,85.4,1708,1793.4,11/19/2017,Ewallet,5.5
Central,Bodi,Normal,Male,Bakery,460.6,5,115.15,2303,2418.15,07-12-2015,Ewallet,6.1
West,Madurai,Normal,Male,Bakery,759.67,3,113.95,2279,2392.95,03-08-2018,Cash,9.9
West,Dharmapuri,Normal,Female,Snacks,333.5,6,100.05,2001,2101.05,7/20/2015,Ewallet,8.1
West,Viluppuram,Normal,Female,Food Grains,401.0,6,120.3,2406,2526.3,5/20/2018,Ewallet,9.7
West,Theni,Member,Male,Fruits & Veggies,168.75,8,67.5,1350,1417.5,10/19/2015,Credit card,4.9
West,Perambalur,Normal,Male,"Eggs, Meat & Fish",345.0,2,34.5,690,724.5,11/24/2017,Credit card,6.3
East,Dharmapuri,Normal,Female,Fruits & Veggies,2338.0,1,116.9,2338,2454.9,1/15/2017,Cash,7.3
East,Karur,Member,Male,Food Grains,562.75,4,112.55,2251,2363.55,07-08-2018,Cash,4.5
West,Tenkasi,Normal,Male,Snacks,170.29,7,59.6,1192,1251.6,04-02-2018,Ewallet,4.0
Central,Virudhunagar,Normal,Male,Fruits & Veggies,450.33,3,67.55,1351,1418.55,11/18/2017,Credit card,8.0
Central,Dindigul,Normal,Male,Fruits & Veggies,432.67,3,64.9,1298,1362.9,12/17/2016,Cash,7.9
South,Chennai,Normal,Male,Snacks,122.6,5,30.65,613,643.65,10/28/2017,Cash,6.5
West,Dharmapuri,Normal,Female,Bakery,496.4,5,124.1,2482,2606.1,08-11-2015,Cash,6.9
South,Chennai,Normal,Male,"Eggs, Meat & Fish",172.33,3,25.85,517,542.85,8/16/2018,Cash,6.5
West,Perambalur,Member,Female,Beverages,165.44,9,74.45,1489,1563.45,06-03-2017,Cash,4.1
East,Namakkal,Member,Male,Snacks,566.5,4,113.3,2266,2379.3,3/16/2018,Cash,6.0
East,Viluppuram,Normal,Female,Snacks,358.33,3,53.75,1075,1128.75,9/20/2018,Ewallet,5.1
East,Dindigul,Member,Female,"Eggs, Meat & Fish",585.0,2,58.5,1170,1228.5,03-01-2017,Credit card,4.6
West,Tenkasi,Member,Male,Fruits & Veggies,139.56,9,62.8,1256,1318.8,11/15/2017,Credit card,9.7
Central,Perambalur,Member,Female,Oil & Masala,288.0,4,57.6,1152,1209.6,02-09-2018,Cash,7.6
East,Dharmapuri,Member,Male,"Eggs, Meat & Fish",467.0,3,70.05,1401,1471.05,09-02-2018,Credit card,8.4
Central,Viluppuram,Normal,Female,Bakery,127.0,7,44.45,889,933.45,05-11-2018,Credit card,5.9
East,Theni,Normal,Male,Fruits & Veggies,194.0,8,77.6,1552,1629.6,08-05-2015,Credit card,6.4
West,Karur,Member,Male,Bakery,418.5,2,41.85,837,878.85,6/23/2017,Cash,5.4
Central,Namakkal,Member,Male,Snacks,213.0,7,74.55,1491,1565.55,10-03-2018,Cash,4.6
South,Ramanadhapuram,Member,Female,Beverages,479.2,5,119.8,2396,2515.8,9/23/2018,Credit card,5.1
West,Chennai,Normal,Female,Beverages,310.8,5,77.7,1554,1631.7,04-12-2015,Credit card,8.8
Central,Viluppuram,Normal,Female,Bakery,619.0,3,92.85,1857,1949.85,10/22/2018,Cash,8.1
Central,Krishnagiri,Member,Male,Snacks,228.4,5,57.1,1142,1199.1,4/24/2018,Ewallet,7.3
East,Namakkal,Normal,Female,Oil & Masala,576.5,2,57.65,1153,1210.65,4/27/2016,Credit card,6.9
East,Kanyakumari,Normal,Male,Food Grains,464.0,4,92.8,1856,1948.8,10-03-2016,Ewallet,9.5
South,Perambalur,Normal,Female,Oil & Masala,292.33,6,87.7,1754,1841.7,10/28/2017,Credit card,4.4
East,Pudukottai,Normal,Male,Oil & Masala,2019.0,1,100.95,2019,2119.95,05-03-2016,Ewallet,5.7
East,Perambalur,Member,Male,Snacks,452.75,4,90.55,1811,1901.55,5/23/2015,Ewallet,6.1
East,Cumbum,Normal,Male,Fruits & Veggies,153.17,6,45.95,919,964.95,07-11-2016,Ewallet,8.7
West,Karur,Member,Male,Fruits & Veggies,195.78,9,88.1,1762,1850.1,09-06-2015,Cash,10.0
Central,Namakkal,Normal,Female,Bakery,688.5,2,68.85,1377,1445.85,11-04-2017,Ewallet,5.4
Central,Krishnagiri,Normal,Male,Food Grains,190.14,7,66.55,1331,1397.55,12-02-2015,Ewallet,9.2
East,Salem,Normal,Female,Bakery,198.83,6,59.65,1193,1252.65,6/20/2018,Ewallet,9.0
Central,Salem,Normal,Male,Snacks,550.5,2,55.05,1101,1156.05,09-03-2018,Credit card,5.3
West,Theni,Member,Female,Bakery,140.62,8,56.25,1125,1181.25,4/23/2017,Ewallet,6.4
Central,Kanyakumari,Normal,Male,Snacks,306.14,7,107.15,2143,2250.15,04-08-2017,Credit card,6.5
East,Chennai,Normal,Male,"Eggs, Meat & Fish",188.6,5,47.15,943,990.15,11/14/2016,Ewallet,9.9
East,Bodi,Normal,Female,Bakery,267.8,5,66.95,1339,1405.95,11-01-2016,Ewallet,5.1
Central,Bodi,Member,Male,Food Grains,231.0,7,80.85,1617,1697.85,7/15/2015,Cash,8.8
West,Madurai,Member,Male,Snacks,169.22,9,76.15,1523,1599.15,04-08-2015,Credit card,6.0
South,Tirunelveli,Member,Female,Oil & Masala,273.33,9,123.0,2460,2583.0,12/18/2017,Ewallet,8.4
West,Nagercoil,Normal,Female,Bakery,120.89,9,54.4,1088,1142.4,07-04-2017,Credit card,6.5
East,Karur,Normal,Male,Oil & Masala,187.0,6,56.1,1122,1178.1,9/20/2018,Credit card,7.5
East,Tenkasi,Member,Male,Snacks,235.83,6,70.75,1415,1485.75,9/24/2016,Cash,9.0
East,Chennai,Normal,Female,Fruits & Veggies,281.0,3,42.15,843,885.15,12/22/2018,Cash,8.8
West,Cumbum,Normal,Male,Food Grains,557.0,1,27.85,557,584.85,12/13/2015,Cash,9.2
East,Bodi,Normal,Male,Beverages,310.29,7,108.6,2172,2280.6,9/27/2017,Cash,4.4
East,Theni,Normal,Male,Oil & Masala,447.5,4,89.5,1790,1879.5,09-01-2016,Cash,8.2
East,Ooty,Normal,Female,Food Grains,806.0,1,40.3,806,846.3,9/23/2015,Cash,4.8
West,Madurai,Normal,Female,Snacks,191.75,8,76.7,1534,1610.7,3/18/2015,Cash,6.5
West,Chennai,Member,Male,Food Grains,219.33,6,65.8,1316,1381.8,02-04-2017,Cash,7.3
West,Vellore,Normal,Male,Fruits & Veggies,129.5,6,38.85,777,815.85,12-07-2016,Ewallet,6.4
East,Madurai,Normal,Male,Fruits & Veggies,996.0,2,99.6,1992,2091.6,11/20/2017,Credit card,7.1
Central,Coimbatore,Normal,Female,Fruits & Veggies,1560.0,1,78.0,1560,1638.0,7/29/2018,Cash,10.0
West,Tenkasi,Normal,Male,Beverages,483.0,2,48.3,966,1014.3,12-11-2017,Cash,4.8
South,Virudhunagar,Normal,Male,"Eggs, Meat & Fish",577.25,4,115.45,2309,2424.45,06-11-2016,Credit card,8.1
Central,Trichy,Member,Female,"Eggs, Meat & Fish",607.5,2,60.75,1215,1275.75,09-08-2015,Ewallet,6.4
East,Virudhunagar,Member,Male,Oil & Masala,2500.0,1,125.0,2500,2625.0,1/22/2017,Credit card,4.8
West,Chennai,Member,Female,Beverages,310.43,7,108.65,2173,2281.65,10-07-2017,Credit card,5.0
East,Dindigul,Member,Male,Beverages,248.12,8,99.25,1985,2084.25,07-09-2018,Cash,9.7
East,Trichy,Normal,Male,Beverages,189.33,6,56.8,1136,1192.8,12-03-2018,Credit card,9.3
West,Viluppuram,Normal,Male,Food Grains,605.5,4,121.1,2422,2543.1,11-10-2017,Credit card,9.4
South,Chennai,Member,Female,Snacks,380.17,6,114.05,2281,2395.05,08-09-2015,Cash,9.9
South,Nagercoil,Member,Female,Snacks,181.67,3,27.25,545,572.25,10/25/2017,Cash,5.2
East,Salem,Normal,Female,Snacks,268.88,8,107.55,2151,2258.55,04-05-2017,Cash,6.1
South,Coimbatore,Member,Male,Beverages,692.0,2,69.2,1384,1453.2,12-10-2018,Cash,8.0
Central,Kanyakumari,Normal,Female,"Eggs, Meat & Fish",492.4,5,123.1,2462,2585.1,06-01-2015,Credit card,6.9
East,Pudukottai,Normal,Male,Food Grains,1769.0,1,88.45,1769,1857.45,12-10-2017,Credit card,6.5
South,Pudukottai,Normal,Male,Food Grains,393.17,6,117.95,2359,2476.95,12/22/2018,Ewallet,6.1
Central,Cumbum,Member,Female,Snacks,460.5,2,46.05,921,967.05,09-05-2016,Ewallet,7.6
Central,Kanyakumari,Member,Male,Bakery,448.0,4,89.6,1792,1881.6,09-04-2018,Credit card,7.5
Central,Salem,Normal,Male,Beverages,150.33,6,45.1,902,947.1,4/18/2016,Ewallet,5.0
East,Coimbatore,Normal,Male,Fruits & Veggies,299.38,8,119.75,2395,2514.75,12-04-2016,Credit card,6.8
Central,Salem,Member,Male,Oil & Masala,196.5,8,78.6,1572,1650.6,3/14/2015,Ewallet,7.3
Central,Ramanadhapuram,Normal,Male,Fruits & Veggies,270.0,6,81.0,1620,1701.0,03-01-2015,Cash,7.4
West,Perambalur,Member,Female,Snacks,452.75,4,90.55,1811,1901.55,12-12-2015,Ewallet,5.3
Central,Coimbatore,Normal,Male,Fruits & Veggies,114.0,8,45.6,912,957.6,02-02-2017,Cash,8.5
East,Salem,Member,Female,"Eggs, Meat & Fish",188.0,8,75.2,1504,1579.2,12-10-2015,Cash,4.2
Central,Theni,Normal,Female,Snacks,2246.0,1,112.3,2246,2358.3,5/18/2018,Cash,6.1
West,Viluppuram,Member,Male,"Eggs, Meat & Fish",149.75,4,29.95,599,628.95,12/29/2017,Cash,8.7
West,Viluppuram,Member,Male,Beverages,411.5,4,82.3,1646,1728.3,12/16/2018,Ewallet,7.4
East,Theni,Member,Male,"Eggs, Meat & Fish",187.29,7,65.55,1311,1376.55,11/24/2018,Credit card,5.6
Central,Tirunelveli,Member,Female,Snacks,305.0,7,106.75,2135,2241.75,2/15/2016,Cash,8.2
Central,Dindigul,Normal,Male,Oil & Masala,146.0,8,58.4,1168,1226.4,12-12-2016,Ewallet,7.4
Central,Perambalur,Normal,Female,Oil & Masala,473.6,5,118.4,2368,2486.4,7/25/2017,Cash,8.8
Central,Ooty,Member,Male,Snacks,222.29,7,77.8,1556,1633.8,06-01-2015,Ewallet,8.4
East,Coimbatore,Member,Female,Bakery,170.88,8,68.35,1367,1435.35,11/20/2018,Ewallet,7.7
East,Madurai,Normal,Male,Beverages,125.11,9,56.3,1126,1182.3,09-07-2016,Ewallet,6.9
West,Coimbatore,Normal,Male,Beverages,715.67,3,107.35,2147,2254.35,12/18/2017,Credit card,4.8
West,Trichy,Normal,Female,Oil & Masala,811.67,3,121.75,2435,2556.75,5/31/2016,Ewallet,5.6
West,Chennai,Member,Female,"Eggs, Meat & Fish",483.25,4,96.65,1933,2029.65,12/29/2015,Ewallet,6.5
West,Krishnagiri,Member,Male,Fruits & Veggies,494.0,5,123.5,2470,2593.5,4/27/2018,Credit card,7.6
South,Viluppuram,Normal,Female,Oil & Masala,1189.0,1,59.45,1189,1248.45,12/14/2016,Credit card,7.1
East,Coimbatore,Member,Male,Food Grains,79.71,7,27.9,558,585.9,05-03-2015,Ewallet,5.7
Central,Pudukottai,Normal,Female,Beverages,163.67,9,73.65,1473,1546.65,10/13/2018,Credit card,4.0
Central,Virudhunagar,Member,Female,Food Grains,280.12,8,112.05,2241,2353.05,05-07-2016,Cash,7.0
West,Pudukottai,Normal,Male,Oil & Masala,309.4,5,77.35,1547,1624.35,4/19/2017,Cash,5.7
West,Tirunelveli,Member,Male,Fruits & Veggies,485.25,4,97.05,1941,2038.05,04-12-2017,Credit card,8.4
Central,Chennai,Normal,Male,Fruits & Veggies,173.14,7,60.6,1212,1272.6,05-03-2017,Credit card,4.1
East,Dharmapuri,Member,Female,Oil & Masala,257.0,5,64.25,1285,1349.25,9/26/2015,Ewallet,7.5
West,Salem,Normal,Female,Beverages,285.29,7,99.85,1997,2096.85,05-12-2016,Credit card,9.6
South,Trichy,Member,Male,Oil & Masala,2350.0,1,117.5,2350,2467.5,3/31/2018,Ewallet,5.0
East,Namakkal,Normal,Male,Beverages,2020.0,1,101.0,2020,2121.0,04-01-2017,Cash,6.8
Central,Tenkasi,Normal,Female,Food Grains,299.33,3,44.9,898,942.9,09-03-2017,Credit card,4.5
East,Vellore,Normal,Female,Beverages,554.5,2,55.45,1109,1164.45,6/28/2017,Ewallet,7.8
East,Trichy,Normal,Female,Fruits & Veggies,484.0,2,48.4,968,1016.4,12/25/2017,Ewallet,7.3
Central,Karur,Normal,Male,Beverages,308.57,7,108.0,2160,2268.0,2/16/2018,Cash,6.4
West,Virudhunagar,Normal,Male,Snacks,598.5,2,59.85,1197,1256.85,8/21/2018,Credit card,7.1
West,Ramanadhapuram,Member,Male,Beverages,422.5,4,84.5,1690,1774.5,12/30/2018,Cash,9.4
South,Tenkasi,Normal,Female,Beverages,302.0,2,30.2,604,634.2,8/23/2016,Ewallet,5.2
West,Dindigul,Member,Male,Food Grains,116.0,6,34.8,696,730.8,10-08-2017,Ewallet,4.1
South,Karur,Member,Female,Fruits & Veggies,287.38,8,114.95,2299,2413.95,6/13/2016,Credit card,9.2
South,Kanyakumari,Member,Male,Snacks,427.25,4,85.45,1709,1794.45,11-04-2018,Ewallet,7.5
Central,Chennai,Member,Female,Oil & Masala,363.6,5,90.9,1818,1908.9,09-09-2015,Credit card,9.3
East,Dindigul,Normal,Female,Snacks,307.25,4,61.45,1229,1290.45,4/23/2015,Cash,7.6
West,Perambalur,Normal,Female,"Eggs, Meat & Fish",206.0,3,30.9,618,648.9,12/15/2016,Credit card,8.9
Central,Perambalur,Normal,Male,Beverages,304.0,5,76.0,1520,1596.0,1/16/2018,Credit card,6.6
East,Pudukottai,Normal,Male,Food Grains,142.67,9,64.2,1284,1348.2,09-04-2018,Ewallet,8.5
Central,Perambalur,Member,Male,Snacks,83.25,8,33.3,666,699.3,11/22/2015,Ewallet,9.5
West,Kanyakumari,Member,Female,Bakery,207.12,8,82.85,1657,1739.85,12-08-2018,Credit card,7.4
East,Viluppuram,Member,Female,Snacks,134.88,8,53.95,1079,1132.95,11-04-2015,Ewallet,5.1
East,Kanyakumari,Member,Female,Bakery,233.0,8,93.2,1864,1957.2,3/25/2015,Ewallet,5.6
West,Bodi,Member,Female,Oil & Masala,97.14,7,34.0,680,714.0,9/13/2016,Ewallet,5.2
Central,Trichy,Member,Female,Beverages,235.0,8,94.0,1880,1974.0,06-09-2017,Credit card,5.5
South,Krishnagiri,Normal,Male,Snacks,255.12,8,102.05,2041,2143.05,09-06-2016,Ewallet,5.8
West,Bodi,Normal,Female,Food Grains,303.25,8,121.3,2426,2547.3,09-04-2018,Credit card,7.3
East,Ramanadhapuram,Normal,Male,"Eggs, Meat & Fish",328.71,7,115.05,2301,2416.05,07-09-2016,Ewallet,7.5
Central,Pudukottai,Normal,Male,Snacks,2091.0,1,104.55,2091,2195.55,9/28/2017,Cash,6.6
West,Nagercoil,Normal,Female,Bakery,382.75,4,76.55,1531,1607.55,12-08-2018,Ewallet,7.7
East,Tirunelveli,Member,Male,Bakery,400.5,4,80.1,1602,1682.1,11/18/2015,Ewallet,4.5
Central,Viluppuram,Normal,Male,Bakery,345.4,5,86.35,1727,1813.35,3/17/2015,Credit card,4.5
East,Nagercoil,Normal,Female,"Eggs, Meat & Fish",125.0,6,37.5,750,787.5,6/22/2015,Credit card,5.0
Central,Kanyakumari,Member,Male,Food Grains,442.0,4,88.4,1768,1856.4,11-07-2015,Ewallet,7.1
West,Trichy,Member,Female,Fruits & Veggies,950.0,2,95.0,1900,1995.0,04-03-2015,Cash,5.3
Central,Ooty,Normal,Male,Oil & Masala,273.83,6,82.15,1643,1725.15,08-01-2018,Ewallet,5.7
Central,Chennai,Member,Male,Snacks,201.5,8,80.6,1612,1692.6,10/19/2018,Ewallet,6.4
East,Dindigul,Normal,Male,Bakery,304.5,8,121.8,2436,2557.8,9/16/2018,Cash,8.9
Central,Chennai,Normal,Male,Snacks,309.14,7,108.2,2164,2272.2,09-05-2017,Credit card,4.1
West,Ooty,Member,Female,Fruits & Veggies,356.83,6,107.05,2141,2248.05,12/16/2018,Ewallet,7.9
West,Karur,Member,Male,Bakery,1189.0,2,118.9,2378,2496.9,06-06-2017,Credit card,8.0
East,Salem,Member,Female,"Eggs, Meat & Fish",349.29,7,122.25,2445,2567.25,04-02-2018,Credit card,8.8
Central,Theni,Member,Male,Fruits & Veggies,112.6,5,28.15,563,591.15,9/25/2017,Cash,9.6
West,Karur,Member,Female,"Eggs, Meat & Fish",325.33,6,97.6,1952,2049.6,11/21/2018,Cash,4.1
Central,Salem,Normal,Female,Fruits & Veggies,248.5,8,99.4,1988,2087.4,11/16/2016,Credit card,4.9
West,Coimbatore,Member,Female,Fruits & Veggies,237.38,8,94.95,1899,1993.95,9/16/2018,Ewallet,9.3
Central,Madurai,Normal,Male,Bakery,280.33,3,42.05,841,883.05,03-04-2018,Credit card,6.8
South,Pudukottai,Member,Male,Oil & Masala,134.29,7,47.0,940,987.0,2/16/2017,Ewallet,7.4
Central,Viluppuram,Normal,Male,Snacks,1292.0,1,64.6,1292,1356.6,11/22/2016,Ewallet,8.0
South,Madurai,Member,Female,Food Grains,790.0,1,39.5,790,829.5,4/16/2017,Cash,8.1
West,Virudhunagar,Member,Male,Beverages,326.0,7,114.1,2282,2396.1,10/18/2015,Ewallet,9.6
East,Tirunelveli,Normal,Female,Bakery,176.67,9,79.5,1590,1669.5,8/26/2015,Ewallet,10.0
South,Cumbum,Normal,Female,Food Grains,169.71,7,59.4,1188,1247.4,12/22/2018,Credit card,8.3
West,Chennai,Member,Male,Food Grains,228.6,5,57.15,1143,1200.15,07-03-2018,Cash,5.7
Central,Pudukottai,Normal,Female,Bakery,259.75,8,103.9,2078,2181.9,10/23/2018,Ewallet,9.3
West,Tirunelveli,Member,Male,Oil & Masala,606.0,2,60.6,1212,1272.6,04-11-2016,Ewallet,4.3
Central,Nagercoil,Member,Male,Fruits & Veggies,193.11,9,86.9,1738,1824.9,3/30/2015,Cash,5.4
Central,Dharmapuri,Member,Female,Oil & Masala,110.33,6,33.1,662,695.1,10-01-2017,Credit card,9.4
West,Pudukottai,Member,Female,Fruits & Veggies,230.0,9,103.5,2070,2173.5,09-06-2015,Cash,5.5
East,Karur,Normal,Female,"Eggs, Meat & Fish",563.0,2,56.3,1126,1182.3,08-04-2015,Cash,5.3
Central,Dharmapuri,Member,Male,Fruits & Veggies,344.33,3,51.65,1033,1084.65,6/29/2018,Ewallet,4.8
West,Bodi,Member,Male,Snacks,169.62,8,67.85,1357,1424.85,11/16/2015,Ewallet,9.2
West,Krishnagiri,Normal,Female,Bakery,1825.0,1,91.25,1825,1916.25,11-10-2018,Credit card,7.0
West,Chennai,Normal,Female,Beverages,187.57,7,65.65,1313,1378.65,10/22/2018,Ewallet,8.0
